ID	label	sentence	sentence_org	sentence_wo_emo
8424	0	मैं प्रतिदिन सनातनी वीरो को इसलिए जगाता हूँ ताकी 10 या 12 साल बाद हमे और हमारे मित्रों या बच्चों को भी राहत कैम्प में न रहना पड़े जैसे आज कश्मीरी पंडित रह रहे हैं 🙏 🏻 ⛳ ️ ⛳ ️ 🙏 🏻	मैं प्रतिदिन सनातनी वीरो को इसलिए जगाता हूँ ताकी 10 या 12 साल बाद हमे और हमारे मित्रों या बच्चों को भी राहत कैम्प में न रहना पड़े जैसे आज कश्मीरी पंडित रह रहे हैं 🙏 🏻 ⛳ ️ ⛳ ️ 🙏 🏻	मैं प्रतिदिन सनातनी वीरो को इसलिए जगाता हूँ ताकी 10 या 12 साल बाद हमे और हमारे मित्रों या बच्चों को भी राहत कैम्प में न रहना पड़े जैसे आज कश्मीरी पंडित रह रहे हैं 
8425	0	मैं आपके साथ हूँ दीपक भाई	मैं आपके साथ हूँ दीपक भाई	मैं आपके साथ हूँ दीपक भाई
8426	0	देश विरोधी एजेंडा चलाने वालों के खातों की ईमानदारी से जांच होनी चाहिये caa के खिलाफ प्रोटेस्ट करने वाले जितने भी	देश विरोधी एजेंडा चलाने वालों के खातों की ईमानदारी से जांच होनी चाहिये caa के खिलाफ प्रोटेस्ट करने वाले जितने भी	देश विरोधी एजेंडा चलाने वालों के खातों की ईमानदारी से जांच होनी चाहिये caa के खिलाफ प्रोटेस्ट करने वाले जितने भी
8427	0	यदि आपको कोई शरारती तत्व परेशान कर रहा हो तो आप श्री नितिन शुक्ला के पास जाइये उनका नंबर ये है 8770720196	यदि आपको कोई शरारती तत्व परेशान कर रहा हो तो आप श्री नितिन शुक्ला के पास जाइये उनका नंबर ये है 8770720196	यदि आपको कोई शरारती तत्व परेशान कर रहा हो तो आप श्री नितिन शुक्ला के पास जाइये उनका नंबर ये है 8770720196
8431	0	जी बिल्कुल महोदय आप हो तो डर किस बात का	जी बिल्कुल महोदय आप हो तो डर किस बात का	जी बिल्कुल महोदय आप हो तो डर किस बात का
8434	0	जी बिल्कुल सत्य कहा मैनिट जी सऊदी अरब से धमकिया मिल रहा है हमे मारने के लिए	जी बिल्कुल सत्य कहा मैनिट जी सऊदी अरब से धमकिया मिल रहा है हमे मारने के लिए	जी बिल्कुल सत्य कहा मैनिट जी सऊदी अरब से धमकिया मिल रहा है हमे मारने के लिए
8435	0	दीपक जी मैं आभारी रहूँगा 🙏 🏻 ⛳ ️	दीपक जी मैं आभारी रहूँगा 🙏 🏻 ⛳ ️	दीपक जी मैं आभारी रहूँगा 
8436	0	धमकिया दे रहा है मारने की 22 अक्टूबर 2019 डिलीट ट्वीट को स्क्रीन शॉट लेकर षड्यंत्र रच रहा है मेरे प्रति पर मैं मोत से नहीं डरता हूँ बस आप सभी का सपोर्ट चाहिए क्योंकि आज शाम को ही ट्विटर ने अन लॉक किया है मेरा ट्विटर अकाउंट तब पता चला कि मेरे प्रति दुष्प्रचार किया जा रहा है	धमकिया दे रहा है मारने की 22 अक्टूबर 2019 डिलीट ट्वीट को स्क्रीन शॉट लेकर षड्यंत्र रच रहा है मेरे प्रति पर मैं मोत से नहीं डरता हूँ बस आप सभी का सपोर्ट चाहिए क्योंकि आज शाम को ही ट्विटर ने अन लॉक किया है मेरा ट्विटर अकाउंट तब पता चला कि मेरे प्रति दुष्प्रचार किया जा रहा है	धमकिया दे रहा है मारने की 22 अक्टूबर 2019 डिलीट ट्वीट को स्क्रीन शॉट लेकर षड्यंत्र रच रहा है मेरे प्रति पर मैं मोत से नहीं डरता हूँ बस आप सभी का सपोर्ट चाहिए क्योंकि आज शाम को ही ट्विटर ने अन लॉक किया है मेरा ट्विटर अकाउंट तब पता चला कि मेरे प्रति दुष्प्रचार किया जा रहा है
8437	0	आदरणीय गौतम जी मैं आपका स्वदेव आभारी रहूँगा	आदरणीय गौतम जी मैं आपका स्वदेव आभारी रहूँगा	आदरणीय गौतम जी मैं आपका स्वदेव आभारी रहूँगा
8438	0	हजारों की संख्या में नफरतों के सौदागर आए दिन हमारी धार्मिक भावनाओं को आहत करने वाले ट्वीट करते हैं उसके ख़िलाफ़ कोई आ	हजारों की संख्या में नफरतों के सौदागर आए दिन हमारी धार्मिक भावनाओं को आहत करने वाले ट्वीट करते हैं उसके ख़िलाफ़ कोई आ	हजारों की संख्या में नफरतों के सौदागर आए दिन हमारी धार्मिक भावनाओं को आहत करने वाले ट्वीट करते हैं उसके ख़िलाफ़ कोई आ
8439	0	पायल रोहतगी जी मेरे साथ भी यही हो रहा है आज ही वापस आये हुए हैं लॉक करा दिया था जब कि ट्विट मेरा डिलीट था पर 9 माह बाद किसी महानुभाव ने षड्यंत्र रचा था	पायल रोहतगी जी मेरे साथ भी यही हो रहा है आज ही वापस आये हुए हैं लॉक करा दिया था जब कि ट्विट मेरा डिलीट था पर 9 माह बाद किसी महानुभाव ने षड्यंत्र रचा था	पायल रोहतगी जी मेरे साथ भी यही हो रहा है आज ही वापस आये हुए हैं लॉक करा दिया था जब कि ट्विट मेरा डिलीट था पर 9 माह बाद किसी महानुभाव ने षड्यंत्र रचा था
8441	0	एक बार फिर से ट्विटर पर आपका स्वागत है अतुल भाई	एक बार फिर से ट्विटर पर आपका स्वागत है अतुल भाई	एक बार फिर से ट्विटर पर आपका स्वागत है अतुल भाई
8445	0	पर कुछ लोग षड्यंत्र रच रहे है मेरे प्रति अब धमकिया भी मिलना हमे चालू हो गया है पर में सच्चाई और ईमानदारी से सनातन धर्म के प्रति सभी को जागरूक कर रहा हूँ आप सभी भाई की भी जरूरत है	पर कुछ लोग षड्यंत्र रच रहे है मेरे प्रति अब धमकिया भी मिलना हमे चालू हो गया है पर में सच्चाई और ईमानदारी से सनातन धर्म के प्रति सभी को जागरूक कर रहा हूँ आप सभी भाई की भी जरूरत है	पर कुछ लोग षड्यंत्र रच रहे है मेरे प्रति अब धमकिया भी मिलना हमे चालू हो गया है पर में सच्चाई और ईमानदारी से सनातन धर्म के प्रति सभी को जागरूक कर रहा हूँ आप सभी भाई की भी जरूरत है
8450	0	राष्ट्र वादियों के साथ गलत हो रहा है इसका खामियाजा भुगतना पड़ेगा सेकुलर कुछ भी बोले कोई दिक्कत नहीं	राष्ट्र वादियों के साथ गलत हो रहा है इसका खामियाजा भुगतना पड़ेगा सेकुलर कुछ भी बोले कोई दिक्कत नहीं	राष्ट्र वादियों के साथ गलत हो रहा है इसका खामियाजा भुगतना पड़ेगा सेकुलर कुछ भी बोले कोई दिक्कत नहीं
8457	0	स्वामी विवेकानंद जी की मूर्ति के आसपास जिसका उद्घाटन होना था वहां जिस तरीके की भाषा जेनुयू के वामपंथी छात्रों ने लिखी है यह उनकी घटिया मानसिकता दिखाती है	स्वामी विवेकानंद जी की मूर्ति के आसपास जिसका उद्घाटन होना था वहां जिस तरीके की भाषा जेनुयू के वामपंथी छात्रों ने लिखी है यह उनकी घटिया मानसिकता दिखाती है	स्वामी विवेकानंद जी की मूर्ति के आसपास जिसका उद्घाटन होना था वहां जिस तरीके की भाषा जेनुयू के वामपंथी छात्रों ने लिखी है यह उनकी घटिया मानसिकता दिखाती है
8459	0	श्री अशोक सिंघल जी आपके योगदान को देश कभी नहीं भुला पाएगा नमन है ऐसे व्यक्ति को जिसने राजनीति से परे हटकर एक आंदोलन के नाम अपना जीवन समर्पित कर दिया काश आप आज हमारे बीच होते 🙏	श्री अशोक सिंघल जी आपके योगदान को देश कभी नहीं भुला पाएगा नमन है ऐसे व्यक्ति को जिसने राजनीति से परे हटकर एक आंदोलन के नाम अपना जीवन समर्पित कर दिया काश आप आज हमारे बीच होते 🙏	श्री अशोक सिंघल जी आपके योगदान को देश कभी नहीं भुला पाएगा नमन है ऐसे व्यक्ति को जिसने राजनीति से परे हटकर एक आंदोलन के नाम अपना जीवन समर्पित कर दिया काश आप आज हमारे बीच होते 
8461	0	आपका धन्यवाद नितिन भाई	आपका धन्यवाद नितिन भाई	आपका धन्यवाद नितिन भाई
8463	0	पार्टी इस हार के परिणामों पर चिंतन और मंथन करेगी हमारा कहना है कि आप बस हिंदुओं की हत्या का बदला ले लो और उसके बाद परिणाम देख लो	पार्टी इस हार के परिणामों पर चिंतन और मंथन करेगी हमारा कहना है कि आप बस हिंदुओं की हत्या का बदला ले लो और उसके बाद परिणाम देख लो	पार्टी इस हार के परिणामों पर चिंतन और मंथन करेगी हमारा कहना है कि आप बस हिंदुओं की हत्या का बदला ले लो और उसके बाद परिणाम देख लो
8467	1	पाकिस्तान के पप्पू को भारत के पप्पू से बहुत उम्मीदें हैं ! 😂	पाकिस्तान के पप्पू को भारत के पप्पू से बहुत उम्मीदें हैं ! 😂	पाकिस्तान के पप्पू को भारत के पप्पू से बहुत उम्मीदें हैं ! 
8469	0	भारत के राष्ट्रपिता है नरेंद्र मोदी ऐसा मैं नही अमेरिका के राष्ट्रपति डोनाल्ड ट्रम्प कह रहे है 😊 moditrumpmeet	भारत के राष्ट्रपिता है नरेंद्र मोदी ऐसा मैं नही अमेरिका के राष्ट्रपति डोनाल्ड ट्रम्प कह रहे है 😊 #moditrumpmeet	भारत के राष्ट्रपिता है नरेंद्र मोदी ऐसा मैं नही अमेरिका के राष्ट्रपति डोनाल्ड ट्रम्प कह रहे है moditrumpmeet
8470	0	मैं प्रधानमंत्री श्री जी के लिए भारत रत्न की मांग नहीं करता एक दिन खुद uno उनको विश्वरत्न की उपाधि से सम्मानित करेगा ऐसा मेरा विश्वास है क्या आप सहमत है modihaitomumkinhai	मैं प्रधानमंत्री श्री जी के लिए भारत रत्न की मांग नहीं करता एक दिन खुद uno उनको विश्वरत्न की उपाधि से सम्मानित करेगा ऐसा मेरा विश्वास है क्या आप सहमत है #modihaitomumkinhai	मैं प्रधानमंत्री श्री जी के लिए भारत रत्न की मांग नहीं करता एक दिन खुद uno उनको विश्वरत्न की उपाधि से सम्मानित करेगा ऐसा मेरा विश्वास है क्या आप सहमत है modihaitomumkinhai
8471	0	दुनिया आज फ़िर देखेगी हिंदुस्तान का दम ! अमेरिका में सुपर पावर इंडिया वाले पीएम जी का मेगा शो स्टेडियम में ढोल नगाड़ों के साथ मोदी मोदी की गूंज भारत मे विपक्ष और कुछ भारत विरोधी लोगो की टेंशन शुरू 😂 howdymodi modiinhouston modiinusa	दुनिया आज फ़िर देखेगी हिंदुस्तान का दम ! अमेरिका में सुपर पावर इंडिया वाले पीएम जी का मेगा शो स्टेडियम में ढोल नगाड़ों के साथ मोदी मोदी की गूंज भारत मे विपक्ष और कुछ भारत विरोधी लोगो की टेंशन शुरू 😂 #howdymodi #modiinhouston #modiinusa	दुनिया आज फ़िर देखेगी हिंदुस्तान का दम ! अमेरिका में सुपर पावर इंडिया वाले पीएम जी का मेगा शो स्टेडियम में ढोल नगाड़ों के साथ मोदी मोदी की गूंज भारत मे विपक्ष और कुछ भारत विरोधी लोगो की टेंशन शुरू howdymodi modiinhouston modiinusa
8472	1	मंदिरों में रेप होते हैं और बाक़ी जगह के लिए ये आँख नाक कान बंद कर लेते हैं !	मंदिरों में रेप होते हैं और बाक़ी जगह के लिए ये आँख नाक कान बंद कर लेते हैं !	मंदिरों में रेप होते हैं और बाक़ी जगह के लिए ये आँख नाक कान बंद कर लेते हैं !
8474	1	बांग्लादेश के जन्म के 48 साल बाद पाकिस्तान फिर पेट से है और अबकी बार बलूचिस्तान नामक बच्चे की किलकारी गुंजने वाली है !	बांग्लादेश के जन्म के 48 साल बाद पाकिस्तान फिर पेट से है और अबकी बार बलूचिस्तान नामक बच्चे की किलकारी गुंजने वाली है !	बांग्लादेश के जन्म के 48 साल बाद पाकिस्तान फिर पेट से है और अबकी बार बलूचिस्तान नामक बच्चे की किलकारी गुंजने वाली है !
8476	1	हमें परमाणु बम की धमकी मत दो पाकिस्तानियो हम तूम्हारे यहां टमाटर भी फेक दें तो पूरे मुल्क में भगदड़ मच जाएगी 😂 भिखारी 😛	हमें परमाणु बम की धमकी मत दो पाकिस्तानियो हम तूम्हारे यहां टमाटर भी फेक दें तो पूरे मुल्क में भगदड़ मच जाएगी 😂 भिखारी 😛	हमें परमाणु बम की धमकी मत दो पाकिस्तानियो हम तूम्हारे यहां टमाटर भी फेक दें तो पूरे मुल्क में भगदड़ मच जाएगी भिखारी 
8477	1	पाकिस्तान के लिए दो लाइन अर्ज़ हैं गीले चावल में शक्कर क्या गिरी तुम भिखारी खीर समझ बैठे चंद ग़द्दारों ने पाकिस्तान ज़िन्दाबाद क्या बोला तुम कश्मीर को अपने बाप की जागीर समझ बैठे	पाकिस्तान के लिए दो लाइन अर्ज़ हैं गीले चावल में शक्कर क्या गिरी तुम भिखारी खीर समझ बैठे चंद ग़द्दारों ने पाकिस्तान ज़िन्दाबाद क्या बोला तुम कश्मीर को अपने बाप की जागीर समझ बैठे	पाकिस्तान के लिए दो लाइन अर्ज़ हैं गीले चावल में शक्कर क्या गिरी तुम भिखारी खीर समझ बैठे चंद ग़द्दारों ने पाकिस्तान ज़िन्दाबाद क्या बोला तुम कश्मीर को अपने बाप की जागीर समझ बैठे
8479	1	धारा 370 हटाने के विरोध में कांग्रेस इतनी दलीलें क्यों दें रही है संविधानिक त्रासदी ये लोग बता रहे जिन्होंने संविधान की ऐसी तैसी करने में कोई कसर नहीं छोड़ी ! आपातकाल लगाया संविधान में मनमाने संशोधन करके धर्म के आधार पर विभाजित हुए देश को सेकुलर देश बनाया	धारा 370 हटाने के विरोध में कांग्रेस इतनी दलीलें क्यों दें रही है संविधानिक त्रासदी ये लोग बता रहे जिन्होंने संविधान की ऐसी तैसी करने में कोई कसर नहीं छोड़ी ! आपातकाल लगाया संविधान में मनमाने संशोधन करके धर्म के आधार पर विभाजित हुए देश को सेकुलर देश बनाया	धारा 370 हटाने के विरोध में कांग्रेस इतनी दलीलें क्यों दें रही है संविधानिक त्रासदी ये लोग बता रहे जिन्होंने संविधान की ऐसी तैसी करने में कोई कसर नहीं छोड़ी ! आपातकाल लगाया संविधान में मनमाने संशोधन करके धर्म के आधार पर विभाजित हुए देश को सेकुलर देश बनाया
8488	0	सवाल यह है कि वह 100 करोड़ रुपये का खर्चा क्यों किया गया जब प्राकृतिक रूप से इस बीमारी के थमने का इंतजार किया जा रहा है ? वैसे सवाल यह भी है कि 100 करोड़ रुपये खर्च कहाँ किये गए जब टीके नहीं लगाए गए हैं ?	सवाल यह है कि वह 100 करोड़ रुपये का खर्चा क्यों किया गया जब प्राकृतिक रूप से इस बीमारी के थमने का इंतजार किया जा रहा है ? वैसे सवाल यह भी है कि 100 करोड़ रुपये खर्च कहाँ किये गए जब टीके नहीं लगाए गए हैं ?	सवाल यह है कि वह 100 करोड़ रुपये का खर्चा क्यों किया गया जब प्राकृतिक रूप से इस बीमारी के थमने का इंतजार किया जा रहा है ? वैसे सवाल यह भी है कि 100 करोड़ रुपये खर्च कहाँ किये गए जब टीके नहीं लगाए गए हैं ?
8489	1	हर विभाग कर्मचारियों की कमी से जूझ रहा है जब तक दुनिया की दूसरी बड़ी प्रशासनिक मशीनरी में मानवीय और भौतिक संसाधनों की पूर्ति नहीं होगा तब तक एक बेड पर दो दो बच्चों का इलाज तो होगा ही इसमें नाराज होने की क्या बात है anjanaomkashyap	हर विभाग कर्मचारियों की कमी से जूझ रहा है जब तक दुनिया की दूसरी बड़ी प्रशासनिक मशीनरी में मानवीय और भौतिक संसाधनों की पूर्ति नहीं होगा तब तक एक बेड पर दो दो बच्चों का इलाज तो होगा ही इसमें नाराज होने की क्या बात है #anjanaomkashyap	हर विभाग कर्मचारियों की कमी से जूझ रहा है जब तक दुनिया की दूसरी बड़ी प्रशासनिक मशीनरी में मानवीय और भौतिक संसाधनों की पूर्ति नहीं होगा तब तक एक बेड पर दो दो बच्चों का इलाज तो होगा ही इसमें नाराज होने की क्या बात है anjanaomkashyap
8490	0	सवाल डॉक्टरों से पूछने से बेहतर है कि राजनीतिक कारिंदों से पूछा जाए वे इसका बेहतर जवाब दे सकते हैं कि हॉस्पिटल्स में बेड्स की कमी क्यों है ? किसी भी विभाग में चले जाइये हालात यही हैं डॉक्टर्स की कमी टीचर्स की कमी पुलिस वालों की कमी बाबुओं की कमी बैंकों में कैशियरों की कमी	सवाल डॉक्टरों से पूछने से बेहतर है कि राजनीतिक कारिंदों से पूछा जाए वे इसका बेहतर जवाब दे सकते हैं कि हॉस्पिटल्स में बेड्स की कमी क्यों है ? किसी भी विभाग में चले जाइये हालात यही हैं डॉक्टर्स की कमी टीचर्स की कमी पुलिस वालों की कमी बाबुओं की कमी बैंकों में कैशियरों की कमी	सवाल डॉक्टरों से पूछने से बेहतर है कि राजनीतिक कारिंदों से पूछा जाए वे इसका बेहतर जवाब दे सकते हैं कि हॉस्पिटल्स में बेड्स की कमी क्यों है ? किसी भी विभाग में चले जाइये हालात यही हैं डॉक्टर्स की कमी टीचर्स की कमी पुलिस वालों की कमी बाबुओं की कमी बैंकों में कैशियरों की कमी
8493	0	बल्कि इसके बाद कोई विदेशी एजेंसी प्रोजेक्ट पर फंडिंग नहीं करेगी और इसके बाद मुफ्त खोरी का एक अंधा दौड़ शुरू हो जाएगा और जिसका असर दूसरे राज्य के मेट्रो पर भी पड़ेगा और मुफ्त की वजह से लोग गैर जरूरी सफर भी करेंगे जिससे मेट्रो पर लोड बहुत ज्यादा पड़ेगा और पूरी मेट्रो चरमरा जाएगी	बल्कि इसके बाद कोई विदेशी एजेंसी प्रोजेक्ट पर फंडिंग नहीं करेगी और इसके बाद मुफ्त खोरी का एक अंधा दौड़ शुरू हो जाएगा और जिसका असर दूसरे राज्य के मेट्रो पर भी पड़ेगा और मुफ्त की वजह से लोग गैर जरूरी सफर भी करेंगे जिससे मेट्रो पर लोड बहुत ज्यादा पड़ेगा और पूरी मेट्रो चरमरा जाएगी	बल्कि इसके बाद कोई विदेशी एजेंसी प्रोजेक्ट पर फंडिंग नहीं करेगी और इसके बाद मुफ्त खोरी का एक अंधा दौड़ शुरू हो जाएगा और जिसका असर दूसरे राज्य के मेट्रो पर भी पड़ेगा और मुफ्त की वजह से लोग गैर जरूरी सफर भी करेंगे जिससे मेट्रो पर लोड बहुत ज्यादा पड़ेगा और पूरी मेट्रो चरमरा जाएगी
8495	0	भारत के इतिहास में पहली बार भारत ने un में इज़रायल के पक्ष में वोट दिया इस से पहले आज तक कभी भी भारत ने इज़रायल के पक्ष में वोट नहीं किया था ये भारत की अब तक की कूटनीति का सबसे बड़ा और बदलाव वाला फैसला है क्या आप कभी सोच सकते थे कि ऐसा भी हो सकता है ? israel	भारत के इतिहास में पहली बार भारत ने #un में इज़रायल के पक्ष में वोट दिया इस से पहले आज तक कभी भी भारत ने इज़रायल के पक्ष में वोट नहीं किया था ये भारत की अब तक की कूटनीति का सबसे बड़ा और बदलाव वाला फैसला है क्या आप कभी सोच सकते थे कि ऐसा भी हो सकता है ? #israel	भारत के इतिहास में पहली बार भारत ने un में इज़रायल के पक्ष में वोट दिया इस से पहले आज तक कभी भी भारत ने इज़रायल के पक्ष में वोट नहीं किया था ये भारत की अब तक की कूटनीति का सबसे बड़ा और बदलाव वाला फैसला है क्या आप कभी सोच सकते थे कि ऐसा भी हो सकता है ? israel
8498	1	देखते हीं देखते ये देश की सबसे बड़ी ब्रेकिंग न्यूज बन जाती है बरखा और राणा अयूब विदेशी अखबारों में बड़े बड़े आर्टिकल लिखती हैं और नरेन्द्र मोदी की इस प्रचंड जीत को बड़े चालाकी से कट्टरवाद की जीत का तमगा दे दिया जाता है	देखते हीं देखते ये देश की सबसे बड़ी ब्रेकिंग न्यूज बन जाती है बरखा और राणा अयूब विदेशी अखबारों में बड़े बड़े आर्टिकल लिखती हैं और नरेन्द्र मोदी की इस प्रचंड जीत को बड़े चालाकी से कट्टरवाद की जीत का तमगा दे दिया जाता है	देखते हीं देखते ये देश की सबसे बड़ी ब्रेकिंग न्यूज बन जाती है बरखा और राणा अयूब विदेशी अखबारों में बड़े बड़े आर्टिकल लिखती हैं और नरेन्द्र मोदी की इस प्रचंड जीत को बड़े चालाकी से कट्टरवाद की जीत का तमगा दे दिया जाता है
8499	1	भाजपा के स्टार प्रचारक राहुल गांधी को पद से न हटाने के लिए congressworkingcommittee का हार्दिक आभार	भाजपा के स्टार प्रचारक राहुल गांधी को पद से न हटाने के लिए #congressworkingcommittee का हार्दिक आभार	भाजपा के स्टार प्रचारक राहुल गांधी को पद से न हटाने के लिए congressworkingcommittee का हार्दिक आभार
8501	1	राहुल गांधी ने अपने वरिष्ट नेताओ पर नाराजगी जताते हुए कहा कि उन्होंने पार्टी से ऊपर अपने परिवार को रखा और अपने बेटों को टिकट दिलाये भाई ये बात अपनी माता जी को भी समझा दो जिसने अपने बेटे को दो जगह से लड़ाया था और एक अमेठी वो हार भी गया फिर किसी को समझाने की जरूरत नही पड़ेगी 😉	राहुल गांधी ने अपने वरिष्ट नेताओ पर नाराजगी जताते हुए कहा कि उन्होंने पार्टी से ऊपर अपने परिवार को रखा और अपने बेटों को टिकट दिलाये भाई ये बात अपनी माता जी को भी समझा दो जिसने अपने बेटे को दो जगह से लड़ाया था और एक अमेठी वो हार भी गया फिर किसी को समझाने की जरूरत नही पड़ेगी 😉	राहुल गांधी ने अपने वरिष्ट नेताओ पर नाराजगी जताते हुए कहा कि उन्होंने पार्टी से ऊपर अपने परिवार को रखा और अपने बेटों को टिकट दिलाये भाई ये बात अपनी माता जी को भी समझा दो जिसने अपने बेटे को दो जगह से लड़ाया था और एक अमेठी वो हार भी गया फिर किसी को समझाने की जरूरत नही पड़ेगी 
8503	1	इस्तीफा राहुल गांधी ने नही अध्यक्ष ने दिया था पर उसे नामंजूर राहुल गांधी ने कर दिया 😊	इस्तीफा राहुल गांधी ने नही अध्यक्ष ने दिया था पर उसे नामंजूर राहुल गांधी ने कर दिया 😊	इस्तीफा राहुल गांधी ने नही अध्यक्ष ने दिया था पर उसे नामंजूर राहुल गांधी ने कर दिया 
8504	0	नरेंद्र मोदी 5 साल से अजेय हैं नरेंद्र मोदी को हराना असम्भव था राहुल गांधी को बलि का बकरा बनाना सही नहीं congbachaorahulhatao	नरेंद्र मोदी 5 साल से अजेय हैं नरेंद्र मोदी को हराना असम्भव था राहुल गांधी को बलि का बकरा बनाना सही नहीं #congbachaorahulhatao	नरेंद्र मोदी 5 साल से अजेय हैं नरेंद्र मोदी को हराना असम्भव था राहुल गांधी को बलि का बकरा बनाना सही नहीं congbachaorahulhatao
8505	0	ॐ शान्ति भगवान सभी घायलो को जल्द स्वस्थ करें	ॐ शान्ति भगवान सभी घायलो को जल्द स्वस्थ करें	ॐ शान्ति भगवान सभी घायलो को जल्द स्वस्थ करें
8506	1	बिहार के हर घर में बिजली के प्रकाश का ऐसा फैला उजियारा बिहार ने लालटेन को पूरी तरह से नाकारा अब लालटेन पटना म्यूजियम में ही दिखेगा बेचारा	बिहार के हर घर में बिजली के प्रकाश का ऐसा फैला उजियारा बिहार ने लालटेन को पूरी तरह से नाकारा अब लालटेन पटना म्यूजियम में ही दिखेगा बेचारा	बिहार के हर घर में बिजली के प्रकाश का ऐसा फैला उजियारा बिहार ने लालटेन को पूरी तरह से नाकारा अब लालटेन पटना म्यूजियम में ही दिखेगा बेचारा
8507	0	साहस का नाम है मोदी विश्वास का नाम है मोदी देश के जन जन की आस है मोदी कोई कुछ भी कहे हर दिल के पास है मोदी शौर्य साहस के धनी स्वप्नदृष्टा नरेन्द्र भाई मोदी को हमारी अनेक अनेक बधाई |	साहस का नाम है मोदी विश्वास का नाम है मोदी देश के जन जन की आस है मोदी कोई कुछ भी कहे हर दिल के पास है मोदी शौर्य साहस के धनी स्वप्नदृष्टा नरेन्द्र भाई मोदी को हमारी अनेक अनेक बधाई |	साहस का नाम है मोदी विश्वास का नाम है मोदी देश के जन जन की आस है मोदी कोई कुछ भी कहे हर दिल के पास है मोदी शौर्य साहस के धनी स्वप्नदृष्टा नरेन्द्र भाई मोदी को हमारी अनेक अनेक बधाई |
8509	1	राहुल ममता को नकारा बताते हैं ममता राहुल को बच्चा बताती हैं अखिलेश माया को टिकट बेचने वाली कहते आए हैं माया उन लोगों को गुंडा बताती आयी हैं राहुल तेजस्वी के पिता लालू को चुनाव लड़ने की आज़ादी देने वाला अध्यादेश खुलेआम फाड़कर फेंकते आए हैं नायडू केसीआर को गरियाते आए हैं	राहुल ममता को नकारा बताते हैं ममता राहुल को बच्चा बताती हैं अखिलेश माया को टिकट बेचने वाली कहते आए हैं माया उन लोगों को गुंडा बताती आयी हैं राहुल तेजस्वी के पिता लालू को चुनाव लड़ने की आज़ादी देने वाला अध्यादेश खुलेआम फाड़कर फेंकते आए हैं नायडू केसीआर को गरियाते आए हैं	राहुल ममता को नकारा बताते हैं ममता राहुल को बच्चा बताती हैं अखिलेश माया को टिकट बेचने वाली कहते आए हैं माया उन लोगों को गुंडा बताती आयी हैं राहुल तेजस्वी के पिता लालू को चुनाव लड़ने की आज़ादी देने वाला अध्यादेश खुलेआम फाड़कर फेंकते आए हैं नायडू केसीआर को गरियाते आए हैं
