ID	NOUN	ADP	VERB	AUX	PRON	PROPN	PART	DET	ADJ	SCONJ	PUNCT	CCONJ	NUM	ADV	INTJ	X	words	label	sentence_org	sentence	sentence_wo_emo	pos
7947	5	4	3	1	2	2	1	0	3	0	1	1	0	1	0	0	24	0	चाईना और पाकिस्तान का नक़्शा जल्द ही ग़ायब हो जाए दुनिया के नक़्शे से तब जाकर हमारे वीर सैनिकों का बलिदान सफल होगा मे	चाईना और पाकिस्तान का नक़्शा जल्द ही ग़ायब हो जाए दुनिया के नक़्शे से तब जाकर हमारे वीर सैनिकों का बलिदान सफल होगा मे	चाईना और पाकिस्तान का नक़्शा जल्द ही ग़ायब हो जाए दुनिया के नक़्शे से तब जाकर हमारे वीर सैनिकों का बलिदान सफल होगा मे	PROPN, CCONJ, PROPN, ADP, NOUN, ADV, PART, ADJ, VERB, AUX, NOUN, ADP, NOUN, ADP, PRON, VERB, PRON, ADJ, NOUN, ADP, NOUN, ADJ, VERB, PUNCT
7948	10	7	6	6	2	3	0	1	0	0	2	0	0	0	0	0	37	1	चीन आज उसी ज़मीन पर गुल खिला रहा हैजिस ज़मीन को बंजर कहकर चीन को उस पर क़ब्ज़ा करने दिया गया था इसी को कहते हैं लम्हों ने ख़ता की थी सदियों ने सज़ा पाई ! #दगाबाजचीन	चीन आज उसी ज़मीन पर गुल खिला रहा हैजिस ज़मीन को बंजर कहकर चीन को उस पर क़ब्ज़ा करने दिया गया था इसी को कहते हैं लम्हों ने ख़ता की थी सदियों ने सज़ा पाई ! दगाबाजचीन	चीन आज उसी ज़मीन पर गुल खिला रहा हैजिस ज़मीन को बंजर कहकर चीन को उस पर क़ब्ज़ा करने दिया गया था इसी को कहते हैं लम्हों ने ख़ता की थी सदियों ने सज़ा पाई ! दगाबाजचीन	PROPN, NOUN, DET, NOUN, ADP, NOUN, VERB, AUX, PROPN, NOUN, ADP, NOUN, VERB, PROPN, ADP, PRON, ADP, NOUN, VERB, AUX, AUX, AUX, PRON, ADP, VERB, AUX, NOUN, ADP, NOUN, VERB, AUX, NOUN, ADP, NOUN, VERB, PUNCT, PUNCT
7949	3	2	5	5	6	1	1	2	1	3	0	0	0	0	0	0	29	0	चीन का सामान नही खरीदना मान लिया ऐसा तो हम कई सालों से कहते आ रहे है ऐसा हुआ नही ना ये तभी संभव हो पायेगा जब सरकार इस	चीन का सामान नही खरीदना मान लिया ऐसा तो हम कई सालों से कहते आ रहे है ऐसा हुआ नही ना ये तभी संभव हो पायेगा जब सरकार इस	चीन का सामान नही खरीदना मान लिया ऐसा तो हम कई सालों से कहते आ रहे है ऐसा हुआ नही ना ये तभी संभव हो पायेगा जब सरकार इस	PROPN, ADP, NOUN, PART, VERB, VERB, AUX, PRON, SCONJ, PRON, DET, NOUN, ADP, VERB, AUX, AUX, AUX, PRON, VERB, SCONJ, SCONJ, PRON, PRON, ADJ, VERB, AUX, PRON, NOUN, DET
7950	5	6	2	0	2	1	1	0	3	1	1	1	0	0	1	0	24	0	चीन की चुनौती का मुंहतोड़ जवाब देने के लिये क्या आप राष्ट्रहित सेना एवं सरकार के साथ खड़े है़ ? अगर हाँ तो कहिये	चीन की चुनौती का मुंहतोड़ जवाब देने के लिये क्या आप राष्ट्रहित सेना एवं सरकार के साथ खड़े है़ ? अगर हाँ तो कहिये	चीन की चुनौती का मुंहतोड़ जवाब देने के लिये क्या आप राष्ट्रहित सेना एवं सरकार के साथ खड़े है़ ? अगर हाँ तो कहिये	PROPN, ADP, NOUN, ADP, ADJ, NOUN, VERB, ADP, ADP, PRON, PRON, ADJ, NOUN, CCONJ, NOUN, ADP, ADP, ADJ, NOUN, PUNCT, SCONJ, INTJ, PART, VERB
7952	7	5	3	0	0	2	1	1	2	1	0	0	0	0	0	0	22	1	चीन के मुद्दे पर सर्वदलीय बैठक में आम आदमी पार्टी को न बुलाना इस बात का सबूत है कि मोदी सरकार #boycottchineseproducts	चीन के मुद्दे पर सर्वदलीय बैठक में आम आदमी पार्टी को न बुलाना इस बात का सबूत है कि मोदी सरकार boycottchineseproducts	चीन के मुद्दे पर सर्वदलीय बैठक में आम आदमी पार्टी को न बुलाना इस बात का सबूत है कि मोदी सरकार boycottchineseproducts	PROPN, ADP, NOUN, ADP, ADJ, NOUN, ADP, ADJ, NOUN, NOUN, ADP, PART, VERB, DET, NOUN, ADP, NOUN, VERB, SCONJ, PROPN, NOUN, VERB
7954	6	3	3	2	1	0	4	0	0	1	1	0	0	0	0	0	21	1	चीनियों को तो बददुआ भी नहीं दे सकते कि तुम्हारे मुँह में कीड़े पड़ें कमीनों का तो डिनर हो जायेगा !	चीनियों को तो बददुआ भी नहीं दे सकते कि तुम्हारे मुँह में कीड़े पड़ें कमीनों का तो डिनर हो जायेगा !	चीनियों को तो बददुआ भी नहीं दे सकते कि तुम्हारे मुँह में कीड़े पड़ें कमीनों का तो डिनर हो जायेगा !	NOUN, ADP, PART, NOUN, PART, PART, VERB, AUX, SCONJ, PRON, NOUN, ADP, NOUN, VERB, NOUN, ADP, PART, NOUN, VERB, AUX, PUNCT
7955	4	2	3	1	4	1	3	0	1	0	0	1	1	1	0	0	22	1	जन्मदिन मुबारक हो उसका जिसने तुम्हे 50 साल तक सिर्फ हसाया और गुदगुदाया फिर भी घमंड नही है लड़के को 🤣 😂 क्या कहते	जन्मदिन मुबारक हो उसका जिसने तुम्हे 50 साल तक सिर्फ हसाया और गुदगुदाया फिर भी घमंड नही है लड़के को 🤣 😂 क्या कहते	जन्मदिन मुबारक हो उसका जिसने तुम्हे 50 साल तक सिर्फ हसाया और गुदगुदाया फिर भी घमंड नही है लड़के को क्या कहते	NOUN, ADJ, VERB, PRON, PRON, PRON, NUM, NOUN, ADP, PART, VERB, CCONJ, PROPN, ADV, PART, NOUN, PART, AUX, NOUN, ADP, PRON, VERB
7957	0	0	4	1	0	0	0	0	4	0	1	0	0	1	0	0	11	0	ज़िंदा रहना ज़िंदा लगना ज़िंदा होना बहुत फर्क होता है ! 😊	ज़िंदा रहना ज़िंदा लगना ज़िंदा होना बहुत फर्क होता है ! 😊	ज़िंदा रहना ज़िंदा लगना ज़िंदा होना बहुत फर्क होता है ! 	ADJ, VERB, ADJ, VERB, ADJ, VERB, ADV, ADJ, VERB, AUX, PUNCT
7958	5	2	4	3	4	5	1	0	2	0	0	0	0	0	0	0	26	0	जिनके घर शीशे के होते है वो light चालू करके कपड़े नही बदलते खविष कुमार 🤣 खविष कुमार खुद ndtv को expose कर रहे है रोज किसी	जिनके घर शीशे के होते है वो light चालू करके कपड़े नही बदलते खविष कुमार 🤣 खविष कुमार खुद ndtv को expose कर रहे है रोज किसी	जिनके घर शीशे के होते है वो light चालू करके कपड़े नही बदलते खविष कुमार खविष कुमार खुद ndtv को expose कर रहे है रोज किसी	PRON, NOUN, NOUN, ADP, VERB, AUX, PRON, NOUN, ADJ, VERB, NOUN, PART, VERB, PROPN, PROPN, PROPN, PROPN, PRON, PROPN, ADP, ADJ, VERB, AUX, AUX, NOUN, PRON
7959	4	0	3	2	2	4	0	2	1	1	1	0	0	0	0	0	20	0	जीत गया तो अर्जुन कहलाऊँगा वीरगति प्राप्त हुई तो अभिमन्यु कहलाऊँगा ऐसे वीर हैं हमारे ये याद रखेगी दुनियाँ ! 🚩	जीत गया तो अर्जुन कहलाऊँगा वीरगति प्राप्त हुई तो अभिमन्यु कहलाऊँगा ऐसे वीर हैं हमारे ये याद रखेगी दुनियाँ ! 🚩	जीत गया तो अर्जुन कहलाऊँगा वीरगति प्राप्त हुई तो अभिमन्यु कहलाऊँगा ऐसे वीर हैं हमारे ये याद रखेगी दुनियाँ ! 	VERB, AUX, SCONJ, PROPN, PROPN, NOUN, ADJ, VERB, PRON, PROPN, PROPN, DET, NOUN, AUX, PRON, DET, NOUN, VERB, NOUN, PUNCT
7962	0	1	1	1	3	0	1	0	0	0	0	0	0	0	0	0	7	1	तुम इसके लायक भी नही हो पप्पू	तुम इसके लायक भी नही हो पप्पू	तुम इसके लायक भी नही हो पप्पू	PRON, PRON, ADP, PART, PRON, VERB, AUX
7966	7	4	0	1	1	0	0	0	2	0	1	2	0	0	0	0	18	0	देश और स्वास्थ्य दोनों के लिए हानिकारक है चीनी इसलिए स्वास्थ्य के लिए देशी गुड़ और राष्ट्र के	देश और स्वास्थ्य दोनों के लिए हानिकारक है चीनी इसलिए स्वास्थ्य के लिए देशी गुड़ और राष्ट्र के	देश और स्वास्थ्य दोनों के लिए हानिकारक है चीनी इसलिए स्वास्थ्य के लिए देशी गुड़ और राष्ट्र के	NOUN, CCONJ, NOUN, NOUN, ADP, ADP, ADJ, AUX, NOUN, PRON, NOUN, ADP, ADP, ADJ, NOUN, CCONJ, NOUN, PUNCT
7972	2	4	1	0	0	15	0	0	1	0	0	0	0	0	0	0	23	0	नकली गांधियों के समय चीन ने कब्जा किया अक्साई चिन 1962 काराकोरम पास 1963 तीया पंगनक 2008 चाबजी घाटी 2008 डूम चेली 200	नकली गांधियों के समय चीन ने कब्जा किया अक्साई चिन 1962 काराकोरम पास 1963 तीया पंगनक 2008 चाबजी घाटी 2008 डूम चेली 200	नकली गांधियों के समय चीन ने कब्जा किया अक्साई चिन 1962 काराकोरम पास 1963 तीया पंगनक 2008 चाबजी घाटी 2008 डूम चेली 200	ADJ, NOUN, ADP, ADP, PROPN, ADP, NOUN, VERB, PROPN, PROPN, PROPN, PROPN, ADP, PROPN, PROPN, PROPN, PROPN, PROPN, PROPN, PROPN, PROPN, PROPN, PROPN
7974	7	6	3	1	0	4	0	0	3	0	1	0	0	0	0	0	25	0	पटना chinese ब्रांड के पोस्टर पर कालिख पोतने के लिए क्रेन पर चढ़े थे बिहार के भाड़ी भरकम नेता पप्पू यादव भाड़ी वजन की वज़	पटना chinese ब्रांड के पोस्टर पर कालिख पोतने के लिए क्रेन पर चढ़े थे बिहार के भाड़ी भरकम नेता पप्पू यादव भाड़ी वजन की वज़	पटना chinese ब्रांड के पोस्टर पर कालिख पोतने के लिए क्रेन पर चढ़े थे बिहार के भाड़ी भरकम नेता पप्पू यादव भाड़ी वजन की वज़	PROPN, NOUN, NOUN, ADP, NOUN, ADP, NOUN, VERB, ADP, ADP, NOUN, ADP, VERB, AUX, PROPN, ADP, ADJ, ADJ, NOUN, PROPN, PROPN, ADJ, NOUN, VERB, PUNCT
7979	7	1	5	2	1	0	3	1	2	0	0	0	1	1	0	0	24	0	बलिदान व्यर्थ नही जाएगी भारी कीमत चुकानी पड़ेगी वीर मरा नही करते उनके हर रक्त कण से सैकड़ो वीर फिर से जन्म लेते हैं	बलिदान व्यर्थ नही जाएगी भारी कीमत चुकानी पड़ेगी वीर मरा नही करते उनके हर रक्त कण से सैकड़ो वीर फिर से जन्म लेते हैं	बलिदान व्यर्थ नही जाएगी भारी कीमत चुकानी पड़ेगी वीर मरा नही करते उनके हर रक्त कण से सैकड़ो वीर फिर से जन्म लेते हैं	NOUN, ADJ, PART, VERB, ADJ, NOUN, VERB, AUX, NOUN, VERB, PART, VERB, PRON, DET, NOUN, NOUN, ADP, NUM, NOUN, ADV, PART, NOUN, VERB, AUX
7980	5	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	बहन बेटियों का अपमान नहीं सहेगा हिन्दुस्तान 😡 #अरेस्टचन्द्रशेखररावण prayagrajwale	बहन बेटियों का अपमान नहीं सहेगा हिन्दुस्तान 😡 अरेस्टचन्द्रशेखररावण prayagrajwale	बहन बेटियों का अपमान नहीं सहेगा हिन्दुस्तान अरेस्टचन्द्रशेखररावण prayagrajwale	NOUN, NOUN, ADP, NOUN, PART, VERB, NOUN, NOUN, VERB
7981	7	3	4	3	2	1	1	2	1	0	0	1	0	0	0	0	25	0	बहुत से लोग हैं जो बिहारियों का मज़ाक़ बनाते हैं हीन भावना से देखते हैं आज उसी बिहार रेजिमेंट ने अपनी जान दी और ली	बहुत से लोग हैं जो बिहारियों का मज़ाक़ बनाते हैं हीन भावना से देखते हैं आज उसी बिहार रेजिमेंट ने अपनी जान दी और ली	बहुत से लोग हैं जो बिहारियों का मज़ाक़ बनाते हैं हीन भावना से देखते हैं आज उसी बिहार रेजिमेंट ने अपनी जान दी और ली	DET, PART, NOUN, AUX, PRON, NOUN, ADP, NOUN, VERB, AUX, ADJ, NOUN, ADP, VERB, AUX, NOUN, DET, PROPN, NOUN, ADP, PRON, NOUN, VERB, CCONJ, VERB
7982	5	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	11	1	बाप मर गए अंधेरे में बेटा का नाम रख गए जनरेटर	बाप मर गए अंधेरे में बेटा का नाम रख गए जनरेटर	बाप मर गए अंधेरे में बेटा का नाम रख गए जनरेटर	NOUN, VERB, AUX, NOUN, ADP, NOUN, ADP, NOUN, VERB, AUX, NOUN
7984	4	5	3	4	1	2	1	0	2	0	0	1	1	0	0	0	24	0	बेशर्म कांग्रेसी दो शब्द चीन के खिलाफ नही बोल पा रहे लेकिन अपने देश के प्रधानमंत्री के खिलाफ गला फाड फाडकर भौंक रहे है	बेशर्म कांग्रेसी दो शब्द चीन के खिलाफ नही बोल पा रहे लेकिन अपने देश के प्रधानमंत्री के खिलाफ गला फाड फाडकर भौंक रहे है	बेशर्म कांग्रेसी दो शब्द चीन के खिलाफ नही बोल पा रहे लेकिन अपने देश के प्रधानमंत्री के खिलाफ गला फाड फाडकर भौंक रहे है	ADJ, ADJ, NUM, NOUN, PROPN, ADP, ADP, PART, VERB, AUX, AUX, CCONJ, PRON, NOUN, ADP, PROPN, ADP, ADP, NOUN, NOUN, VERB, VERB, AUX, AUX
7985	5	1	2	3	3	0	5	0	1	0	0	1	0	0	0	0	21	0	भाई जी आप सिर्फ ब्लुटिक वालो को ही रिप्लाई कर रहे हो कोई बात नही 😊 आप सिर्फ #dna दिखाते रहिये बहुत	भाई जी आप सिर्फ ब्लुटिक वालो को ही रिप्लाई कर रहे हो कोई बात नही 😊 आप सिर्फ dna दिखाते रहिये बहुत	भाई जी आप सिर्फ ब्लुटिक वालो को ही रिप्लाई कर रहे हो कोई बात नही आप सिर्फ dna दिखाते रहिये बहुत	NOUN, PART, PRON, PART, ADJ, NOUN, ADP, PART, NOUN, VERB, AUX, AUX, PRON, NOUN, PART, PRON, PART, NOUN, VERB, AUX, CCONJ
7987	2	5	0	1	0	8	1	1	3	1	0	0	0	1	0	0	23	1	भारत का विपक्ष भारतीय सेना ओर केंद्र सरकार का साथ ठीक उसी तरह खड़ा है जैसे पूरा बॉलीवुड़ सुशांत सिंह राजपूत के साथ	भारत का विपक्ष भारतीय सेना ओर केंद्र सरकार का साथ ठीक उसी तरह खड़ा है जैसे पूरा बॉलीवुड़ सुशांत सिंह राजपूत के साथ	भारत का विपक्ष भारतीय सेना ओर केंद्र सरकार का साथ ठीक उसी तरह खड़ा है जैसे पूरा बॉलीवुड़ सुशांत सिंह राजपूत के साथ	PROPN, ADP, NOUN, ADJ, PROPN, ADP, PROPN, PROPN, ADP, ADV, PART, DET, NOUN, ADJ, AUX, SCONJ, ADJ, PROPN, PROPN, PROPN, PROPN, ADP, ADP
7988	4	2	4	1	1	1	1	0	4	0	0	1	0	0	0	0	19	0	भारत शांति चाहता है मगर उकसाने पे यथोचित जवाब देगा हमारे दिवंगत शहीद जवानों की शहादत व्यर्थ नहीं जाएगी	भारत शांति चाहता है मगर उकसाने पे यथोचित जवाब देगा हमारे दिवंगत शहीद जवानों की शहादत व्यर्थ नहीं जाएगी	भारत शांति चाहता है मगर उकसाने पे यथोचित जवाब देगा हमारे दिवंगत शहीद जवानों की शहादत व्यर्थ नहीं जाएगी	PROPN, NOUN, VERB, AUX, CCONJ, VERB, ADP, ADJ, NOUN, VERB, PRON, ADJ, ADJ, NOUN, ADP, NOUN, ADJ, PART, VERB
7994	3	1	1	1	2	1	0	0	0	0	0	1	0	1	0	0	11	1	मै और मेरी तन्हाई अक्सर चाइना वालो को गाली देते हैं 🤣 😂 😜 🙈	मै और मेरी तन्हाई अक्सर चाइना वालो को गाली देते हैं 🤣 😂 😜 🙈	मै और मेरी तन्हाई अक्सर चाइना वालो को गाली देते हैं 	PRON, CCONJ, PRON, NOUN, ADV, PROPN, NOUN, ADP, NOUN, VERB, AUX
7996	8	5	7	7	7	7	2	1	2	1	4	1	2	1	0	0	55	1	मोदीजी जवाब दोकहाँ छुपे हो ? डरो मत हम आपके साथ है ! कहने वाले एक कटिंग है नवभारत टाइम्स की 27 अप्रेल 2013 की जिसमे लिखा है कि भले ही चीनी सेना 19 किमी अंदर आ गई है किंतू पीएम मनमोहनसिंह इसे अधिक तूल नहीं देना चाहते ! कभी उनसे सवाल पूछा था ?	मोदीजी जवाब दोकहाँ छुपे हो ? डरो मत हम आपके साथ है ! कहने वाले एक कटिंग है नवभारत टाइम्स की 27 अप्रेल 2013 की जिसमे लिखा है कि भले ही चीनी सेना 19 किमी अंदर आ गई है किंतू पीएम मनमोहनसिंह इसे अधिक तूल नहीं देना चाहते ! कभी उनसे सवाल पूछा था ?	मोदीजी जवाब दोकहाँ छुपे हो ? डरो मत हम आपके साथ है ! कहने वाले एक कटिंग है नवभारत टाइम्स की 27 अप्रेल 2013 की जिसमे लिखा है कि भले ही चीनी सेना 19 किमी अंदर आ गई है किंतू पीएम मनमोहनसिंह इसे अधिक तूल नहीं देना चाहते ! कभी उनसे सवाल पूछा था ?	ADJ, NOUN, PROPN, VERB, AUX, PUNCT, PRON, NOUN, PRON, PRON, ADP, AUX, PUNCT, VERB, ADP, NUM, NOUN, AUX, PROPN, PROPN, ADP, PROPN, PROPN, PROPN, ADP, PRON, VERB, AUX, SCONJ, ADV, PART, ADJ, NOUN, NUM, NOUN, ADP, VERB, AUX, AUX, CCONJ, PROPN, NOUN, PRON, DET, NOUN, PART, VERB, VERB, PUNCT, PRON, PRON, NOUN, VERB, AUX, PUNCT
7997	9	4	4	2	2	2	3	1	0	1	0	0	0	0	0	0	28	1	ये तो मोदी सरकार हैं जिसने आतंकियों को सिर्फ ठोकते हैं जिस दिन योगी सरकार बनेगी तो गोली बारूद का खर्चा भी आतंकियों के घर से वसूल करेगी	ये तो मोदी सरकार हैं जिसने आतंकियों को सिर्फ ठोकते हैं जिस दिन योगी सरकार बनेगी तो गोली बारूद का खर्चा भी आतंकियों के घर से वसूल करेगी	ये तो मोदी सरकार हैं जिसने आतंकियों को सिर्फ ठोकते हैं जिस दिन योगी सरकार बनेगी तो गोली बारूद का खर्चा भी आतंकियों के घर से वसूल करेगी	PRON, PART, PROPN, NOUN, AUX, PRON, NOUN, ADP, PART, VERB, AUX, DET, NOUN, PROPN, NOUN, VERB, SCONJ, NOUN, NOUN, ADP, NOUN, PART, NOUN, ADP, NOUN, ADP, VERB, VERB
7998	5	2	2	1	1	1	1	0	0	1	0	1	2	0	0	0	17	1	rahulgandhi जी ने अपना 50 वां जन्मदिन न मनाने का ऐलान किया हैये त्याग है या मजबूरी 🤔	rahulgandhi जी ने अपना 50 वां जन्मदिन न मनाने का ऐलान किया हैये त्याग है या मजबूरी 🤔	rahulgandhi जी ने अपना 50 वां जन्मदिन न मनाने का ऐलान किया हैये त्याग है या मजबूरी 	NOUN, PROPN, ADP, PRON, NUM, NUM, NOUN, PART, VERB, ADP, NOUN, VERB, SCONJ, NOUN, AUX, CCONJ, NOUN
7999	6	5	4	4	5	0	1	1	1	0	2	1	3	0	0	0	33	0	ये सेना के परिवार वाले किस मिटटी के बने हैं ? यहाँ 100 रूपए गुम हो जाने पे एक हफ्ते तक नींद नहीं आती और एक ये हैं जिनका अपना खो गया वो	ये सेना के परिवार वाले किस मिटटी के बने हैं ? यहाँ 100 रूपए गुम हो जाने पे एक हफ्ते तक नींद नहीं आती और एक ये हैं जिनका अपना खो गया वो	ये सेना के परिवार वाले किस मिटटी के बने हैं ? यहाँ 100 रूपए गुम हो जाने पे एक हफ्ते तक नींद नहीं आती और एक ये हैं जिनका अपना खो गया वो	PRON, NOUN, ADP, NOUN, ADP, DET, NOUN, ADP, VERB, AUX, PUNCT, PRON, NUM, NOUN, ADJ, VERB, AUX, ADP, NUM, NOUN, ADP, NOUN, PART, VERB, CCONJ, NUM, PRON, AUX, PRON, PRON, VERB, AUX, PUNCT
8000	10	5	2	0	0	0	0	0	4	0	0	1	0	0	0	0	22	0	राष्ट्रवाद की ज्योति जगाकर आम भारतीय जन मानस में राष्ट्र प्रेम की भावना का सृजन करने वाले प्रखर वक्ता तथा बहुआयामी व्यक्ति	राष्ट्रवाद की ज्योति जगाकर आम भारतीय जन मानस में राष्ट्र प्रेम की भावना का सृजन करने वाले प्रखर वक्ता तथा बहुआयामी व्यक्ति	राष्ट्रवाद की ज्योति जगाकर आम भारतीय जन मानस में राष्ट्र प्रेम की भावना का सृजन करने वाले प्रखर वक्ता तथा बहुआयामी व्यक्ति	NOUN, ADP, NOUN, VERB, ADJ, ADJ, NOUN, NOUN, ADP, NOUN, NOUN, ADP, NOUN, ADP, NOUN, VERB, ADP, ADJ, NOUN, CCONJ, ADJ, NOUN
8003	2	3	4	3	0	7	1	0	0	0	0	1	0	1	0	0	22	1	राहुल गांधी के अनुसार मोदीजी तो दिल्ली में मुँह छिपाकर बैठे हैं जबकि मनमोहन सिंह बार्डर पे कट्टा लेकर घूमा करते थे 🙄 😀 😀	राहुल गांधी के अनुसार मोदीजी तो दिल्ली में मुँह छिपाकर बैठे हैं जबकि मनमोहन सिंह बार्डर पे कट्टा लेकर घूमा करते थे 🙄 😀 😀	राहुल गांधी के अनुसार मोदीजी तो दिल्ली में मुँह छिपाकर बैठे हैं जबकि मनमोहन सिंह बार्डर पे कट्टा लेकर घूमा करते थे 	PROPN, PROPN, ADP, ADP, PROPN, PART, PROPN, ADP, NOUN, VERB, VERB, AUX, CCONJ, PROPN, PROPN, PROPN, ADV, NOUN, VERB, VERB, AUX, AUX
8005	4	4	2	3	0	7	2	1	1	0	0	1	0	0	0	0	25	1	राहुल जी ने तो कबका चीनी वस्तुओं का बहिष्कार कर चुके हैं मेड इन भोपाल जबलपुर इंदौर वाली फैक्ट्रियां सर्वप्रथम उन्ही ने तो लगाई हैं	राहुल जी ने तो कबका चीनी वस्तुओं का बहिष्कार कर चुके हैं मेड इन भोपाल जबलपुर इंदौर वाली फैक्ट्रियां सर्वप्रथम उन्ही ने तो लगाई हैं	राहुल जी ने तो कबका चीनी वस्तुओं का बहिष्कार कर चुके हैं मेड इन भोपाल जबलपुर इंदौर वाली फैक्ट्रियां सर्वप्रथम उन्ही ने तो लगाई हैं	PROPN, PROPN, ADP, PART, NOUN, ADJ, NOUN, ADP, NOUN, VERB, AUX, AUX, CCONJ, DET, PROPN, PROPN, PROPN, ADP, NOUN, PROPN, PROPN, ADP, PART, VERB, AUX
8006	2	3	3	2	0	2	2	0	0	0	1	0	0	1	0	0	16	0	लगता है 1962 का हिसाब बराबर करना भी मोदीजी के ही नसीब में लिखा है #जयश्रीराम	लगता है 1962 का हिसाब बराबर करना भी मोदीजी के ही नसीब में लिखा है जयश्रीराम	लगता है 1962 का हिसाब बराबर करना भी मोदीजी के ही नसीब में लिखा है जयश्रीराम	VERB, AUX, PROPN, ADP, NOUN, ADV, VERB, PART, PROPN, ADP, PART, NOUN, ADP, VERB, AUX, PUNCT
8009	5	4	2	1	5	3	2	0	0	0	0	0	5	0	0	0	27	0	वो 1000 थेऔर हमारे मात्र 200 सैनिक थे माइनस टेंप्रेचर में गलवान नदी में हमारे 1 सैनिक ने 5 5 से लोहा लिया उसमे भी वो कटीले	वो 1000 थेऔर हमारे मात्र 200 सैनिक थे माइनस टेंप्रेचर में गलवान नदी में हमारे 1 सैनिक ने 5 5 से लोहा लिया उसमे भी वो कटीले	वो 1000 थेऔर हमारे मात्र 200 सैनिक थे माइनस टेंप्रेचर में गलवान नदी में हमारे 1 सैनिक ने 5 5 से लोहा लिया उसमे भी वो कटीले	PRON, NUM, NOUN, PRON, PART, NUM, NOUN, AUX, PROPN, PROPN, ADP, PROPN, NOUN, ADP, PRON, NUM, NOUN, ADP, NUM, NUM, ADP, NOUN, VERB, PRON, PART, PRON, VERB
8010	4	2	4	4	4	0	3	1	3	1	0	0	0	1	0	0	27	0	शुरुआत हो चुकी है आइए हम भी साथ दें देश के कई व्यापारिक संगठनों ने तय किया है कि अब वो कोई भी चीनी प्रोडक्ट नही बे	शुरुआत हो चुकी है आइए हम भी साथ दें देश के कई व्यापारिक संगठनों ने तय किया है कि अब वो कोई भी चीनी प्रोडक्ट नही बे	शुरुआत हो चुकी है आइए हम भी साथ दें देश के कई व्यापारिक संगठनों ने तय किया है कि अब वो कोई भी चीनी प्रोडक्ट नही बे	NOUN, VERB, AUX, AUX, AUX, PRON, PART, ADV, VERB, NOUN, ADP, DET, ADJ, NOUN, ADP, ADJ, VERB, AUX, SCONJ, PRON, PRON, PRON, PART, ADJ, NOUN, PART, VERB
8011	8	4	1	1	0	5	0	0	1	0	0	0	2	0	0	0	22	0	श्री अमित शाह की दिल्ली बैठक के परिणाम टेस्टिंग का रेट 2400 हो गया 169 टेस्टिंग के नये सेंटर रैपिड टेस्टिंग शुरू	श्री अमित शाह की दिल्ली बैठक के परिणाम टेस्टिंग का रेट 2400 हो गया 169 टेस्टिंग के नये सेंटर रैपिड टेस्टिंग शुरू	श्री अमित शाह की दिल्ली बैठक के परिणाम टेस्टिंग का रेट 2400 हो गया 169 टेस्टिंग के नये सेंटर रैपिड टेस्टिंग शुरू	NOUN, PROPN, PROPN, ADP, PROPN, NOUN, ADP, NOUN, NOUN, ADP, NOUN, NUM, VERB, AUX, NUM, NOUN, ADP, ADJ, NOUN, PROPN, PROPN, NOUN
8012	7	7	1	0	1	7	0	0	0	0	0	1	1	0	0	0	25	1	सबूत गैंग का इलाज लद्दाख बोर्डर पर भारतीय सेना की तरफ सें एक टीले पर राहुल गांधी और उनकी पुरी पलटन को बैठने का इंतजाम	सबूत गैंग का इलाज लद्दाख बोर्डर पर भारतीय सेना की तरफ सें एक टीले पर राहुल गांधी और उनकी पुरी पलटन को बैठने का इंतजाम	सबूत गैंग का इलाज लद्दाख बोर्डर पर भारतीय सेना की तरफ सें एक टीले पर राहुल गांधी और उनकी पुरी पलटन को बैठने का इंतजाम	NOUN, NOUN, ADP, NOUN, PROPN, PROPN, ADP, PROPN, PROPN, ADP, ADP, NOUN, NUM, NOUN, ADP, PROPN, PROPN, CCONJ, PRON, PROPN, NOUN, ADP, VERB, ADP, NOUN
8015	6	5	4	4	2	0	1	0	1	1	0	0	0	0	0	0	24	0	सरफिरे आशिकों से कभी मिले हो नहीं मिले तो कभी खाखी गाड़ियों के अंदर बैठे जवानों की आंखों में आंखें डाल कर देखना तुम्हें	सरफिरे आशिकों से कभी मिले हो नहीं मिले तो कभी खाखी गाड़ियों के अंदर बैठे जवानों की आंखों में आंखें डाल कर देखना तुम्हें	सरफिरे आशिकों से कभी मिले हो नहीं मिले तो कभी खाखी गाड़ियों के अंदर बैठे जवानों की आंखों में आंखें डाल कर देखना तुम्हें	NOUN, NOUN, ADP, PRON, VERB, AUX, PART, AUX, SCONJ, PRON, ADJ, NOUN, ADP, ADP, VERB, NOUN, ADP, NOUN, ADP, NOUN, VERB, AUX, VERB, AUX
